gbifID,countryCode,locality,individualCount,decimalLatitude,decimalLongitude,depth,day,month,year
3961005602,NC,,,-22.483284,166.442148,,23.0,2.0,2019.0
3961001898,TW,,,22.344775,120.389177,,23.0,10.0,2022.0
3950478230,PR,Manchas Exteriores 20m,,18.2335,-67.20092,18.0,,2.0,2021.0
3950453436,PR,Tres Palmas 20m,,18.34652,-67.27118,18.0,,6.0,2021.0
3950452866,PR,Derrumbadero,,17.90404,-66.60856,18.0,,4.0,2021.0
3950450233,PR,Manchas Exteriores 20m,,18.2335,-67.20092,18.0,,2.0,2021.0
3950446008,PR,Tourmaline 20m,,18.16517,-67.27524,18.0,,2.0,2021.0
3950438001,PR,Puerto Canoas 30m,,18.37747,-67.484,31.5,,5.0,2021.0
3950437611,PR,Manchas Exteriores 20m,,18.2335,-67.20092,18.0,,2.0,2021.0
3950429815,PR,Guanajibo,,18.17202,-67.25297,18.0,,1.0,2021.0
3950429563,PR,Derrumbadero,,17.90404,-66.60856,18.0,,4.0,2021.0
3950429183,PR,Tourmaline 20m,,18.16517,-67.27524,18.0,,2.0,2021.0
3950424396,PR,Tres Palmas 20m,,18.34652,-67.27118,18.0,,6.0,2021.0
3950418250,PR,Cibuco (2013),,18.48955,-66.3736,11.0,,8.0,2021.0
3950404709,PR,Guanajibo,,18.17202,-67.25297,18.0,,1.0,2021.0
3950397390,PR,West Reef,,17.89507,-66.52824,4.0,,4.0,2021.0
3950381193,PR,Maria Langa 20m (2016),,17.95955,-66.74697,18.0,,4.0,2021.0
3950365310,PR,Puerto Canoas 30m,,18.37747,-67.484,31.5,,5.0,2021.0
3950350255,PR,Maria Langa 20m (2016),,17.95955,-66.74697,18.0,,4.0,2021.0
3950344932,PR,Tourmaline 10m,,18.16304,-67.27367,11.0,,2.0,2021.0
3950344812,PR,Puerto Botes 20m,,18.38158,-67.4886,18.0,,4.0,2021.0
3950330617,PR,Maria Langa 20m (2016),,17.95955,-66.74697,18.0,,4.0,2021.0
3950323831,PR,Cibuco (2013),,18.48955,-66.3736,11.0,,8.0,2021.0
3950321538,PR,Puerto Botes 20m,,18.38158,-67.4886,18.0,,4.0,2021.0
3950316790,PR,Guanajibo,,18.17202,-67.25297,18.0,,1.0,2021.0
3950315078,PR,Tourmaline 10m,,18.16304,-67.27367,11.0,,2.0,2021.0
3950309423,PR,Sardinera (2020),,18.098323,-67.950766,31.5,,2.0,2020.0
3950292573,PR,Tourmaline 20m,,18.16517,-67.27524,18.0,,2.0,2021.0
3950290465,PR,Puerto Canoas 30m,,18.37747,-67.484,31.5,,5.0,2021.0
3950288514,PR,Tourmaline 10m,,18.16304,-67.27367,11.0,,2.0,2021.0
3950287719,PR,Guanajibo,,18.17202,-67.25297,18.0,,1.0,2021.0
3950287373,PR,Dakiti,,18.27587,-65.2773,18.0,,8.0,2021.0
3950269793,PR,Puerto Botes 20m,,18.38158,-67.4886,18.0,,4.0,2021.0
3950266549,PR,Dakiti,,18.27587,-65.2773,18.0,,8.0,2021.0
3950265288,PR,Guanajibo,,18.17202,-67.25297,18.0,,1.0,2021.0
3950261217,PR,Cibuco (2013),,18.48955,-66.3736,11.0,,8.0,2021.0
3950259743,PR,Sardinera (2020),,18.098323,-67.950766,31.5,,2.0,2020.0
3950258567,PR,Tres Palmas 20m,,18.34652,-67.27118,18.0,,6.0,2021.0
3950255881,PR,Dakiti,,18.27587,-65.2773,18.0,,8.0,2021.0
3947832865,CU,,,19.90401,-75.204938,,17.0,10.0,2022.0
3947825415,PA,,,9.404108,-79.863608,,20.0,10.0,2022.0
3947789237,BM,,,32.263634,-64.793566,,17.0,10.0,2022.0
3947736182,AU,,,-24.212875,152.567258,,30.0,6.0,2022.0
3947725224,US,,,26.230395,-80.080934,,10.0,10.0,2022.0
3947719188,NC,,,-22.33015,166.833215,,12.0,10.0,2022.0
3947496872,ID,,,1.478373,125.236868,,25.0,9.0,2022.0
3947388585,MX,,,21.103783,-86.406376,,3.0,1.0,2016.0
3947370589,AU,,,-32.123866,115.758448,,12.0,10.0,2022.0
3947353172,CU,,,19.905926,-75.213339,,20.0,10.0,2022.0
3947338316,US,,,29.73819,-85.87251,,15.0,11.0,2018.0
3947286633,ID,,,-5.771697,123.887528,,21.0,9.0,2022.0
3947210164,AU,,,-28.700054,113.779921,,7.0,10.0,2022.0
3945037320,US,,,24.809,-83.686,,31.0,12.0,2012.0
3945037319,US,,,26.933,-83.462,,31.0,12.0,2012.0
3945036325,US,,,29.856,-86.159,,31.0,12.0,2013.0
3945036324,US,,,25.621,-83.659,,31.0,12.0,2012.0
3945035319,US,,,28.859,-84.838,,31.0,12.0,2013.0
3945035316,US,,,26.933,-83.448,,31.0,12.0,2012.0
3945035315,US,,,25.875,-83.297,,31.0,12.0,2010.0
3945034320,US,,,28.794,-84.849,,31.0,12.0,2013.0
3945034319,US,,,28.637,-89.552,,31.0,12.0,2012.0
3945034318,US,,,25.888,-83.665,,31.0,12.0,2012.0
3945034317,US,,,25.854,-83.655,,31.0,12.0,2012.0
3945033323,US,,,30.211,-86.527,,31.0,12.0,2013.0
3945033322,US,,,28.649,-85.002,,31.0,12.0,2012.0
3945033319,US,,,27.051,-83.288,,31.0,12.0,2012.0
3945033318,US,,,25.116,-83.616,,31.0,12.0,2010.0
3945032325,US,,,29.783,-85.932,,31.0,12.0,2013.0
3945032324,US,,,28.931,-84.504,,31.0,12.0,2013.0
3945032321,US,,,26.043,-83.167,,31.0,12.0,2012.0
3945032320,US,,,26.04,-83.155,,31.0,12.0,2012.0
3945031320,US,,,30.204,-86.53,,31.0,12.0,2013.0
3945031319,US,,,28.652,-85.003,,31.0,12.0,2012.0
3945030320,US,,,28.631,-89.563,,31.0,12.0,2012.0
3935085630,MQ,,,14.65485,-61.01929,,,,
3935033693,BL,,,17.90436,-62.8319,,,,
3935007749,MF,,,18.03505,-63.20893,,,,
3934997297,GP,,,16.19759,-61.53977,,,,
3926235326,US,"Gulf of Mexico, Pensacola Beach gulf side artificial reef",,30.31986,-87.30353,,15.0,10.0,2022.0
3926235301,US,"Atlantic Ocean, Florida Keys, Looe Key SPA",,24.545,-81.40833,,24.0,9.0,2022.0
3926233301,US,"Atlantic Ocean, Florida Keys, Marathon, Sombrero Reef",,24.625333,-81.112167,,18.0,9.0,2022.0
3925387878,AU,,,-32.137837,115.744034,,30.0,9.0,2022.0
3925036896,PH,,,9.186559,123.271506,,23.0,9.0,2022.0
3923688276,ID,,,-5.771697,123.887528,,19.0,9.0,2022.0
3923675165,NC,,,-22.3,166.436,,16.0,11.0,2012.0
3923667710,ID,,,-8.674794,115.518437,,22.0,9.0,2022.0
3923461274,AU,,,-15.107743,145.713664,,2.0,8.0,2011.0
3923430110,MX,,,21.492838,-86.933255,,18.0,9.0,2022.0
3923399447,US,,,33.483333,-77.583333,,7.0,10.0,2021.0
3920837308,US,Gulf of Mexico,,29.856,-86.159,,31.0,12.0,2013.0
3920837307,US,Gulf of Mexico,,28.649,-85.002,,31.0,12.0,2012.0
3920837306,US,Gulf of Mexico,,25.854,-83.655,,31.0,12.0,2012.0
3920836306,US,Gulf of Mexico,,26.04,-83.155,,31.0,12.0,2012.0
3920835305,US,Gulf of Mexico,,28.794,-84.849,,31.0,12.0,2013.0
3920835304,US,Gulf of Mexico,,24.809,-83.686,,31.0,12.0,2012.0
3920834305,US,Gulf of Mexico,,28.859,-84.838,,31.0,12.0,2013.0
3920834304,US,Gulf of Mexico,,26.043,-83.167,,31.0,12.0,2012.0
3920833310,US,Gulf of Mexico,,28.637,-89.552,,31.0,12.0,2012.0
3920833308,US,Gulf of Mexico,,26.933,-83.462,,31.0,12.0,2012.0
3920833307,US,Gulf of Mexico,,25.116,-83.616,,31.0,12.0,2010.0
3920832309,US,Gulf of Meixco,,30.211,-86.527,,31.0,12.0,2013.0
3920832308,US,Gulf of Mexico,,28.652,-85.003,,31.0,12.0,2012.0
3920832307,US,Gulf of Mexico,,25.888,-83.665,,31.0,12.0,2010.0
3920831310,US,Gulf of Mexico,,28.631,-89.563,,31.0,12.0,2012.0
3920831309,US,Gulf of Mexico,,25.621,-83.659,,31.0,12.0,2012.0
3920831308,US,Gulf of Mexico,,26.933,-83.448,,31.0,12.0,2012.0
3920831306,US,Gulf of Mexico,,25.875,-83.297,,31.0,12.0,2010.0
3920830306,US,Gulf of Mexico,,30.204,-86.53,,31.0,12.0,2013.0
3920830305,US,Gulf of Mexico,,29.783,-85.932,,31.0,12.0,2013.0
3915632821,US,,,26.877517,-80.013298,,23.0,9.0,2022.0
3915538637,HN,,,15.781672,-87.459536,,23.0,9.0,2022.0
3915510980,US,,,26.877517,-80.013298,,23.0,9.0,2022.0
3915510825,US,,,26.782964,-80.045098,,18.0,5.0,2021.0
3915480463,NI,,,12.280867,-82.97728,,23.0,5.0,2021.0
3915422185,CU,,,19.916405,-75.169028,,20.0,9.0,2022.0
3913939382,SR,,1.0,7.053062,-55.961871,65.095,,,2021.0
3913939051,SR,,1.0,7.008153,-56.102183,65.095,,,2021.0
3912353679,AU,,,-27.531884,153.462608,,11.0,9.0,2022.0
3912352696,NC,,,-22.291382,167.035196,,3.0,9.0,2022.0
3912345950,CU,,,19.89665,-75.170874,,16.0,9.0,2022.0
3912286731,US,,,27.049384,-82.43828,,15.0,2.0,2016.0
3912283418,KY,,,19.377714,-81.303326,,16.0,9.0,2022.0
3912241553,HN,,,16.3237,-86.540655,,30.0,8.0,2022.0
3912221625,KY,,,19.300623,-81.386892,,15.0,9.0,2022.0
3912080848,BM,,,32.357822,-64.663834,,11.0,9.0,2022.0
3912002119,KY,,,19.326355,-81.39189,,14.0,9.0,2022.0
3911981157,US,,,26.118835,-80.095621,,14.0,9.0,2022.0
3909523519,AU,,,-16.0,145.8,,18.0,6.0,2022.0
3909512254,AU,,,-17.2,146.1,,20.0,4.0,2022.0
3908922325,AU,Survey Location,,-19.29583,117.77334,87.0,4.0,10.0,1989.0
3908917643,AU,Survey Location,,-20.0725,118.17834,24.5,26.0,8.0,1997.0
3908914317,AU,Aimed at Target,,-19.79916,116.555,58.0,12.0,10.0,1990.0
3908909523,AU,Survey Location,,-18.96333,118.1525,119.5,8.0,9.0,1995.0
3908909479,AU,Survey Location,,-19.58666,118.4275,36.0,6.0,9.0,1995.0
3908909468,AU,Survey Location,,-19.7025,118.46417,33.5,6.0,9.0,1995.0
3908904912,AU,Aimed at Target,,-20.09916,115.88417,60.5,8.0,10.0,1987.0
3908904593,AU,Aimed at Target,,-19.705,117.90833,53.0,3.0,9.0,1983.0
3908900894,AU,Survey Location,,-19.43333,118.615,51.0,3.0,11.0,1986.0
3908900596,AU,Aimed at Target,,-19.74,117.9175,51.5,2.0,9.0,1983.0
3908900523,AU,Aimed at Target,,-19.49916,118.8175,37.5,30.0,8.0,1983.0
3908899096,AU,Survey Location,,-20.1225,115.46917,67.0,10.0,10.0,1988.0
3908899058,AU,Aimed at Target,,-20.14333,115.75334,64.5,9.0,10.0,1988.0
3908898578,AU,Aimed at Target,,-20.00166,117.06417,52.0,3.0,9.0,1983.0
3908898377,AU,Aimed at Target,,-19.91916,117.95,40.5,26.0,8.0,1983.0
3908892184,AU,Aimed at Target,,-19.09416,118.8775,83.5,16.0,2.0,1983.0
3908892060,AU,Aimed at Target,,-20.20333,117.47833,35.0,22.0,10.0,1982.0
3908891690,AU,Survey Location,,-19.64583,117.25,71.5,25.0,9.0,1989.0
3908888065,AU,Aimed at Target,,-20.06916,117.56333,43.0,21.0,10.0,1982.0
3908887801,AU,Survey Location,,-19.97,115.54583,68.5,30.0,9.0,1989.0
3908887781,AU,Survey Location,,-20.1575,115.29417,66.5,29.0,9.0,1989.0
3908887516,AU,Survey Location,,-19.7325,118.395,34.5,14.0,9.0,1989.0
3908885278,AU,Aimed at Target,,-19.71916,117.92834,52.5,21.0,2.0,1983.0
3908885193,AU,Aimed at Target,,-19.90416,117.93084,40.5,17.0,2.0,1983.0
3908885145,AU,Survey Location,,-19.60833,118.91667,30.0,1.0,12.0,1982.0
3908885087,AU,Aimed at Target,,-20.1475,117.39334,39.0,23.0,10.0,1982.0
3908884503,AU,Survey Location,,-19.92,118.00334,40.5,15.0,9.0,1989.0
3908884423,AU,Survey Location,,-20.17333,117.55083,32.0,23.0,8.0,1997.0
3908877004,AU,Survey Location,,-20.04083,116.54667,56.5,27.0,8.0,1995.0
3908876848,AU,Survey Location,,-20.70916,115.23917,44.5,21.0,8.0,1995.0
3908876809,AU,Survey Location,,-20.01916,117.73167,41.5,24.0,9.0,1991.0
3908876698,AU,Survey Location,,-19.76166,116.965,65.5,21.0,9.0,1991.0
3908873108,AU,Survey Location,,-19.75417,118.23334,34.5,2.0,9.0,1995.0
3908873002,AU,Survey Location,,-20.40416,116.5275,37.5,28.0,8.0,1995.0
3908872892,AU,Survey Location,,-20.33333,116.20167,41.0,24.0,8.0,1995.0
3908872744,AU,Survey Location,,-19.99333,117.78084,40.5,24.0,9.0,1991.0
3908871260,AU,Survey Location,,-20.14417,115.30834,59.5,15.0,8.0,1997.0
3908871079,AU,Survey Location,,-19.77083,117.96834,47.0,1.0,9.0,1995.0
3908870818,AU,Survey Location,,-20.59,115.015,83.5,21.0,8.0,1995.0
3908862410,AU,Survey Location,,-19.875,117.10083,56.5,19.0,9.0,1987.0
3908862385,AU,Survey Location,,-19.79917,116.63334,57.0,26.0,10.0,1986.0
3908862359,AU,Survey Location,,-19.79583,116.45584,59.5,25.0,10.0,1986.0
3908858945,AU,Survey Location,,-20.66416,115.86834,22.5,25.0,9.0,1988.0
3908858937,AU,Survey Location,,-20.54083,116.08,30.5,25.0,9.0,1988.0
3908858848,AU,Survey Location,,-20.035,117.065,49.5,22.0,9.0,1988.0
3908856093,AU,Survey Location,,-19.28,118.67167,71.0,1.0,10.0,1988.0
3908855908,AU,Survey Location,,-19.72583,117.2525,65.0,23.0,9.0,1988.0
3908855822,AU,Survey Location,,-20.145,117.51,34.5,20.0,9.0,1988.0
3908855764,AU,Survey Location,,-20.07833,117.935,33.5,18.0,9.0,1988.0
3908847094,AU,Survey Location,,-19.84416,115.9625,72.0,13.0,10.0,1986.0
3908844522,AU,,2.0,-20.325,116.07611,46.5,6.0,5.0,1974.0
3908840297,AU,Survey Location,,-20.19083,117.365,34.5,18.0,9.0,1987.0
3908840162,AU,Survey Location,,-19.76166,117.83333,51.5,21.0,10.0,1986.0
3908840095,AU,Survey Location,,-20.57083,115.67583,23.0,18.0,10.0,1986.0
3908839461,AU,Survey Location,,-19.725,117.86334,53.0,11.0,10.0,1983.0
3908831817,AU,,2.0,-11.0175,140.0,62.0,20.0,1.0,1969.0
3908824873,AU,,1.0,-14.15111,137.25,50.0,8.0,1.0,1969.0
3908823084,AU,Survey Location,,-19.76667,118.21667,36.0,13.0,6.0,1983.0
3908822673,AU,Survey Location,,-20.26417,116.425,42.5,11.0,4.0,1983.0
3908822352,AU,Survey Location,4.0,-19.33416,118.1225,72.0,28.0,1.0,1983.0
3908822346,AU,Survey Location,1.0,-19.43667,118.12667,66.0,28.0,1.0,1983.0
3908820104,AU,,2.0,-9.65958,134.50139,73.0,26.0,10.0,1968.0
3908820079,AU,,1.0,-11.36805,140.6182,59.0,24.0,10.0,1968.0
3908820043,AU,,2.0,-12.83514,141.31806,38.5,22.0,10.0,1968.0
3908819726,AU,,10.0,-9.38486,136.30028,58.0,10.0,10.0,1968.0
3908819526,AU,,2.0,-10.275,137.00153,57.0,4.0,10.0,1968.0
3908810166,AU,Survey Location,1.0,-20.34666,117.3525,29.0,7.0,8.0,1983.0
3908809818,AU,Survey Location,,-19.54166,118.47334,40.0,3.0,6.0,1983.0
3908809703,AU,Survey Location,,-19.02083,117.54334,131.0,14.0,4.0,1983.0
3908806925,AU,,1.0,-11.0025,138.73403,58.0,24.0,10.0,1968.0
3908806885,AU,,1.0,-12.77652,141.22611,44.0,23.0,10.0,1968.0
3908806748,AU,,1.0,-14.24278,140.0025,65.0,19.0,10.0,1968.0
3908806714,AU,,2.0,-14.47583,138.66833,63.0,16.0,10.0,1968.0
3908806399,AU,,1.0,-10.15056,136.32625,68.5,5.0,10.0,1968.0
3908806332,AU,,2.0,-10.98389,140.79223,49.5,1.0,10.0,1968.0
3908806307,AU,,1.0,-11.72513,141.27625,43.5,1.0,10.0,1968.0
3908800288,AU,Survey Location,1.0,-19.70833,116.76083,58.0,10.0,8.0,1983.0
3908799965,AU,Survey Location,,-20.13417,116.81334,49.0,10.0,6.0,1983.0
3908799946,AU,Survey Location,,-20.01,116.35334,53.0,9.0,6.0,1983.0
3908799568,AU,Survey Location,,-20.00083,117.5975,43.5,9.0,4.0,1983.0
3908796113,AU,Survey Location,,-20.12167,116.9625,44.0,21.0,11.0,1982.0
3908796048,AU,Survey Location,,-19.70416,117.04417,67.0,18.0,11.0,1982.0
3908796040,AU,Survey Location,,-19.64666,117.12083,70.5,18.0,11.0,1982.0
3908795869,AU,Aimed at Target,,-19.96,117.975,38.0,24.0,10.0,1982.0
3908795581,AU,,,-20.00833,117.90834,,21.0,8.0,1982.0
3908795348,AU,Random,,-19.7,117.73333,,12.0,8.0,1982.0
3908794825,AU,,2.0,-15.60236,139.98528,46.5,19.0,10.0,1968.0
3908794643,AU,,1.0,-12.75139,137.25,49.0,12.0,10.0,1968.0
3908794493,AU,,2.0,-10.15139,135.00056,61.5,6.0,10.0,1968.0
3908782953,AU,Aimed at Target,,-20.06167,117.79584,38.0,18.0,10.0,1982.0
3908782674,AU,Survey Location,,-19.6175,116.79,45.0,30.0,9.0,1982.0
3908782508,AU,,,-19.58333,118.35,,20.0,8.0,1982.0
3908772820,AU,Aimed at Target,,-19.94583,117.94834,38.5,23.0,10.0,1982.0
3908772618,AU,Survey Location,,-20.3275,116.37333,45.5,29.0,9.0,1982.0
3908772472,AU,Random,,-19.41666,118.53333,,20.0,8.0,1982.0
3908762146,AU,,8.0,-9.61889,136.80875,53.5,15.0,7.0,1967.0
3908761526,AU,,2.0,-19.96778,116.92528,58.0,16.0,6.0,1967.0
3908754947,AU,,1.0,-10.19333,134.42639,69.0,13.0,7.0,1967.0
3908754923,AU,,1.0,-9.91055,133.10945,73.5,12.0,7.0,1967.0
3908752239,AU,,,-19.825,118.03333,,10.0,8.0,1982.0
3908745259,AU,,,-19.83333,118.03333,,11.0,8.0,1982.0
3908737698,AU,,1.0,-19.04333,118.15931,93.0,29.0,6.0,1967.0
3908732000,AU,Survey Location,,-19.97333,117.86917,40.5,22.0,9.0,1990.0
3908731950,AU,Survey Location,,-19.75333,117.82083,51.5,17.0,9.0,1988.0
3908731861,AU,Survey Location,,-20.17833,117.91833,27.0,17.0,9.0,1987.0
3908731548,AU,Survey Location,1.0,-20.0925,116.45917,50.0,21.0,1.0,1983.0
3908731452,AU,Survey Location,,-20.21166,117.39917,38.0,26.0,9.0,1982.0
3908720682,AU,Survey Location,,-19.82916,117.88417,50.0,2.0,6.0,1983.0
3908720358,AU,,3.0,-19.53333,118.15,51.0,26.0,3.0,1982.0
3908718549,AU,Survey Location,,-19.44166,118.32,66.5,5.0,10.0,1989.0
3908709430,AU,,,-19.99167,117.83333,,8.0,8.0,1982.0
3908706415,AU,,1.0,-12.22528,141.34167,44.5,20.0,6.0,1969.0
3908699444,AU,Survey Location,,-19.5825,117.9025,60.5,5.0,10.0,1989.0
3908699428,AU,Survey Location,,-19.7025,118.12667,52.0,4.0,10.0,1989.0
3908696417,AU,,1.0,-15.39306,140.0,47.0,31.0,3.0,1970.0
3908694435,AU,Survey Location,,-19.3575,118.3025,71.0,6.0,10.0,1989.0
3908691425,AU,Survey Location,,-18.94333,118.70167,86.0,28.0,9.0,1991.0
3908685671,AU,Survey Location,,-19.49083,118.35417,57.0,28.0,8.0,1997.0
3908685595,AU,Survey Location,,-19.71333,117.83084,53.0,26.0,8.0,1997.0
3908674268,AU,,2.0,-12.39167,127.68361,116.0,25.0,2.0,1970.0
3908673786,AU,,1.0,-19.97569,117.96736,46.0,26.0,5.0,1973.0
3908671619,AU,Survey Location,,-19.43833,118.61084,53.0,6.0,9.0,1995.0
3908668068,AU,,1.0,-13.77514,128.42584,56.0,28.0,11.0,1968.0
3908666707,AU,Survey Location,,-19.95166,118.265,26.5,26.0,8.0,1997.0
3908660261,AU,Survey Location,,-20.1575,115.25584,64.5,10.0,10.0,1990.0
3908660103,AU,Survey Location,,-19.92583,115.5175,74.0,10.0,10.0,1988.0
3908660063,AU,Aimed at Target,,-19.765,116.51334,57.5,6.0,10.0,1988.0
3908659321,AU,Aimed at Target,,-19.69583,117.94917,53.0,21.0,2.0,1983.0
3908659073,AU,Aimed at Target,,-19.62416,116.4875,64.5,7.0,10.0,1988.0
3908658807,AU,Survey Location,,-19.26666,118.10583,66.5,2.0,11.0,1986.0
3908658605,AU,Aimed at Target,,-19.98083,117.00333,54.0,4.0,9.0,1983.0
3908658414,AU,Aimed at Target,,-19.97666,117.87334,42.0,27.0,8.0,1983.0
3908658063,AU,Survey Location,,-19.02666,118.855,83.0,4.0,11.0,1986.0
3908644774,AU,,2.0,-19.90944,116.79236,66.0,11.0,3.0,1969.0
3908644710,AU,,1.0,-19.0343,119.25112,87.5,6.0,3.0,1969.0
3908642089,AU,,2.0,-10.50028,137.50181,51.0,3.0,6.0,1967.0
3908639054,AU,,2.0,-11.2268,139.57584,53.5,2.0,6.0,1967.0
3908638586,AU,,2.0,-10.73333,137.00833,55.0,9.0,3.0,1975.0
3908638486,AU,,1.0,-15.075,122.04167,80.0,30.0,4.0,1973.0
3908637467,AU,,1.0,-10.98403,130.96,38.5,6.0,2.0,1969.0
3908636166,AU,Aimed at Target,,-19.9425,115.895,69.5,8.0,10.0,1988.0
3908636109,AU,Survey Location,,-19.31916,117.54167,92.0,4.0,10.0,1988.0
3908635683,AU,Aimed at Target,,-19.69917,117.92834,53.0,3.0,9.0,1983.0
3908635675,AU,Aimed at Target,,-19.73,117.88833,54.0,2.0,9.0,1983.0
3908635614,AU,Aimed at Target,,-19.4825,118.91667,36.0,31.0,8.0,1983.0
3908632714,AU,,2.0,-19.4593,116.56778,92.5,12.0,3.0,1969.0
3908631767,AU,Survey Location,,-19.93333,115.45834,80.0,29.0,9.0,1989.0
3908631452,AU,Survey Location,,-20.055,117.82583,36.0,24.0,8.0,1997.0
3908623932,AU,,2.0,-15.24291,139.95889,46.5,23.0,1.0,1969.0
3908623867,AU,,5.0,-13.14264,136.88514,39.5,9.0,1.0,1969.0
3908622099,AU,Aimed at Target,,-19.97916,117.74917,40.5,18.0,10.0,1982.0
3908622091,AU,Aimed at Target,,-19.98,117.79167,43.0,18.0,10.0,1982.0
3908620993,AU,,2.0,-14.885,137.74237,53.5,31.0,5.0,1967.0
3908608900,AU,,1.0,-10.735,137.00056,56.0,31.0,12.0,1968.0
3908608746,AU,,1.0,-10.93514,133.78348,62.0,19.0,12.0,1968.0
3908604395,AU,Survey Location,,-19.16833,117.7925,101.5,22.0,8.0,1997.0
3908602099,AU,Aimed at Target,,-20.20667,117.5225,30.5,21.0,10.0,1982.0
3908597972,AU,Survey Location,,-19.52166,116.67167,59.5,26.0,8.0,1995.0
3908597396,AU,Survey Location,,-19.76416,118.14583,35.0,30.0,9.0,1990.0
3908594289,AU,Survey Location,,-20.1425,115.39667,62.5,15.0,8.0,1997.0
3908594102,AU,Survey Location,,-19.72083,118.08333,49.5,2.0,9.0,1995.0
3908590541,AU,Survey Location,,-19.67083,118.8025,29.5,1.0,10.0,1990.0
3908590421,AU,Survey Location,,-20.62166,115.80667,27.5,27.0,9.0,1990.0
3908588935,AU,,1.0,-12.63541,141.32611,41.0,23.0,10.0,1968.0
3908588731,AU,,1.0,-15.13361,137.76875,48.5,15.0,10.0,1968.0
3908588349,AU,,3.0,-11.16083,140.46833,49.5,1.0,10.0,1968.0
3908586627,AU,,1.0,-12.40083,137.25181,54.0,12.0,10.0,1968.0
3908586600,AU,,5.0,-9.80902,136.59306,55.5,10.0,10.0,1968.0
3908586515,AU,,2.0,-10.05055,134.6525,67.0,6.0,10.0,1968.0
3908584955,AU,,2.0,-12.85944,141.26,41.0,23.0,10.0,1968.0
3908584864,AU,,2.0,-17.32569,140.3357,15.0,20.0,10.0,1968.0
3908584801,AU,,1.0,-13.85069,138.68472,64.0,16.0,10.0,1968.0
3908584753,AU,,1.0,-14.89264,137.59348,52.0,15.0,10.0,1968.0
3908584462,AU,,1.0,-10.50847,136.17625,57.5,5.0,10.0,1968.0
3908578038,AU,,1.0,-12.30972,141.37639,41.5,23.0,10.0,1968.0
3908577701,AU,,1.0,-9.60833,136.39236,53.0,10.0,10.0,1968.0
3908577521,AU,,3.0,-10.71764,136.80945,59.5,4.0,10.0,1968.0
3908573264,AU,Survey Location,,-19.7325,116.665,48.5,10.0,8.0,1997.0
3908572743,AU,Survey Location,,-19.62833,116.79833,46.5,21.0,9.0,1991.0
3908572453,AU,Survey Location,,-19.5225,118.82417,37.0,1.0,10.0,1990.0
3908571129,AU,Survey Location,,-19.955,118.0375,35.0,3.0,9.0,1995.0
3908571107,AU,Survey Location,,-19.68916,118.1,51.0,2.0,9.0,1995.0
3908570899,AU,Survey Location,,-20.71,115.9725,21.5,24.0,8.0,1995.0
3908570857,AU,Survey Location,,-20.16667,115.20917,79.0,22.0,8.0,1995.0
3908570847,AU,Survey Location,,-20.41416,114.92917,122.5,21.0,8.0,1995.0
3908568799,AU,,1.0,-12.98416,140.01667,65.0,18.0,10.0,1968.0
3908568754,AU,,2.0,-15.47639,138.60222,52.5,16.0,10.0,1968.0
3908568728,AU,,4.0,-14.86764,137.70042,53.0,15.0,10.0,1968.0
3908568437,AU,,2.0,-10.75111,136.73431,58.5,4.0,10.0,1968.0
3908568356,AU,,1.0,-11.53458,141.17612,47.5,1.0,10.0,1968.0
3908568273,AU,Survey Location,,-20.13,116.40167,49.5,26.0,9.0,1990.0
3908567993,AU,Survey Location,,-20.17583,116.79167,43.0,24.0,9.0,1988.0
3908567824,AU,Survey Location,,-20.33916,117.2275,24.5,19.0,9.0,1988.0
3908565825,AU,Survey Location,,-20.175,117.935,26.5,18.0,9.0,1988.0
3908565730,AU,Aimed at Target,,-19.765,116.49917,58.5,21.0,8.0,1987.0
3908565685,AU,Survey Location,,-20.02833,116.38,53.5,30.0,9.0,1987.0
3908558116,AU,Survey Location,,-20.66833,115.85917,22.5,25.0,9.0,1988.0
3908558092,AU,Survey Location,,-20.5575,116.13333,30.0,25.0,9.0,1988.0
3908557932,AU,Survey Location,,-20.1625,117.10084,40.0,19.0,9.0,1988.0
3908557923,AU,Survey Location,,-20.2275,116.92584,40.0,19.0,9.0,1988.0
3908557588,AU,Survey Location,,-19.72666,118.35917,33.0,21.0,9.0,1987.0
3908557559,AU,Survey Location,,-19.58083,118.71583,33.0,21.0,9.0,1987.0
3908547937,AU,Survey Location,,-19.795,117.32834,61.0,23.0,9.0,1988.0
3908547861,AU,Survey Location,,-20.105,117.34167,41.0,19.0,9.0,1988.0
3908547668,AU,Survey Location,,-20.29583,116.415,41.0,29.0,9.0,1987.0
3908547619,AU,Survey Location,,-19.77416,117.94584,48.0,27.0,9.0,1987.0
3908547505,AU,Survey Location,,-19.47416,118.255,64.0,22.0,9.0,1987.0
3908547497,AU,Survey Location,,-19.6425,118.25334,42.0,22.0,9.0,1987.0
3908547407,AU,Survey Location,,-20.02333,117.29,48.0,19.0,9.0,1987.0
3908544900,AU,Aimed at Target,,-19.58583,117.82334,60.0,21.0,9.0,1988.0
3908544805,AU,Survey Location,,-20.24,117.355,31.5,18.0,9.0,1988.0
3908544721,AU,Survey Location,,-19.62583,117.09833,71.0,31.0,8.0,1987.0
3908544669,AU,Survey Location,,-20.05167,116.59583,53.0,30.0,9.0,1987.0
3908527387,AU,Survey Location,1.0,-20.25416,116.0175,47.0,12.0,8.0,1983.0
